year,statistical_region,name_of_municipality,type_of_waste,total_waste_collected
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Bulky Municipal Waste (20 03 07),523.9
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Non-hazardous Wood from Municipal Waste (20 01 38),533.01
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard Packaging (15 01 01),196.26
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard from Municipal Waste (20 01 01),97.786
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Bulky Municipal Waste (20 03 07),304.57
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Non-hazardous Wood from Municipal Waste (20 01 38),303.68
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard Packaging (15 01 01),145.26
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard from Municipal Waste (20 01 01),11.14
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Bulky Municipal Waste (20 03 07),913.73
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Non-hazardous Wood from Municipal Waste (20 01 38),1283.46
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard Packaging (15 01 01),690.317
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard from Municipal Waste (20 01 01),212.407
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Wooden Packaging (15 01 03),61.58
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Bulky Municipal Waste (20 03 07),409.82
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Non-hazardous Wood from Municipal Waste (20 01 38),293.3
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard Packaging (15 01 01),88.965
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard from Municipal Waste (20 01 01),92.053
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Bulky Municipal Waste (20 03 07),210.86
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Non-hazardous Wood from Municipal Waste (20 01 38),386.34
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard Packaging (15 01 01),114.12
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard from Municipal Waste (20 01 01),86.28
2019,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Bulky Municipal Waste (20 03 07),376.11
2019,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard Packaging (15 01 01),182.72
2019,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard from Municipal Waste (20 01 01),37.16
2019,KOROŠKA,DRAVOGRAD,Bulky Municipal Waste (20 03 07),272.14
2019,KOROŠKA,DRAVOGRAD,Paper and Cardboard Packaging (15 01 01),119.63
2019,KOROŠKA,DRAVOGRAD,Paper and Cardboard from Municipal Waste (20 01 01),30.526
2019,KOROŠKA,RADLJE OB DRAVI,Bulky Municipal Waste (20 03 07),318.58
2019,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard Packaging (15 01 01),46.752
2019,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),104.208
2019,KOROŠKA,RAVNE NA KOROŠKEM,Bulky Municipal Waste (20 03 07),706.7
2019,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),47.682
2019,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),235.067
2019,KOROŠKA,SLOVENJ GRADEC,Bulky Municipal Waste (20 03 07),893.13
2019,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard Packaging (15 01 01),182.26
2019,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),6.42
2019,OBALNO-KRAŠKA,IZOLA,Bulky Municipal Waste (20 03 07),377.7
2019,OBALNO-KRAŠKA,IZOLA,Non-hazardous Wood from Municipal Waste (20 01 38),754.88
2019,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard Packaging (15 01 01),256.102
2019,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard from Municipal Waste (20 01 01),285.756
2019,OBALNO-KRAŠKA,IZOLA,Wooden Packaging (15 01 03),11
2019,OBALNO-KRAŠKA,KOPER,Bulky Municipal Waste (20 03 07),386.27
2019,OBALNO-KRAŠKA,KOPER,Non-hazardous Wood from Municipal Waste (20 01 38),2003.48
2019,OBALNO-KRAŠKA,KOPER,Paper and Cardboard Packaging (15 01 01),389.832
2019,OBALNO-KRAŠKA,KOPER,Paper and Cardboard from Municipal Waste (20 01 01),1125.506
2019,OBALNO-KRAŠKA,PIRAN,Bulky Municipal Waste (20 03 07),334.78
2019,OBALNO-KRAŠKA,PIRAN,Non-hazardous Wood from Municipal Waste (20 01 38),591.47
2019,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard Packaging (15 01 01),586.066
2019,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard from Municipal Waste (20 01 01),139.114
2019,OBALNO-KRAŠKA,SEŽANA,Bulky Municipal Waste (20 03 07),217.38
2019,OBALNO-KRAŠKA,SEŽANA,Non-hazardous Wood from Municipal Waste (20 01 38),277.08
2019,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard Packaging (15 01 01),257.992
2019,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard from Municipal Waste (20 01 01),674.212
2019,OSREDNJESLOVENSKA,DOMŽALE,Bulky Municipal Waste (20 03 07),1683.26
2019,OSREDNJESLOVENSKA,DOMŽALE,Non-hazardous Wood from Municipal Waste (20 01 38),1394.163
2019,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard Packaging (15 01 01),607.03
2019,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard from Municipal Waste (20 01 01),1154.892
2019,OSREDNJESLOVENSKA,GROSUPLJE,Bulky Municipal Waste (20 03 07),543.8
2019,OSREDNJESLOVENSKA,GROSUPLJE,Non-hazardous Wood from Municipal Waste (20 01 38),608.83
2019,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard Packaging (15 01 01),295.266
2019,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard from Municipal Waste (20 01 01),949.8
2019,OSREDNJESLOVENSKA,GROSUPLJE,Wooden Packaging (15 01 03),59.92
2019,OSREDNJESLOVENSKA,LJUBLJANA,Bulky Municipal Waste (20 03 07),10538.07
2019,OSREDNJESLOVENSKA,LJUBLJANA,Non-hazardous Wood from Municipal Waste (20 01 38),7018.3499999999995
2019,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard Packaging (15 01 01),3340.148
2019,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard from Municipal Waste (20 01 01),12299.958999999999
2019,OSREDNJESLOVENSKA,LJUBLJANA,Wooden Packaging (15 01 03),288.31
2019,OSREDNJESLOVENSKA,LOGATEC,Bulky Municipal Waste (20 03 07),140.77
2019,OSREDNJESLOVENSKA,LOGATEC,Non-hazardous Wood from Municipal Waste (20 01 38),322.67
2019,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard Packaging (15 01 01),134.5
2019,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard from Municipal Waste (20 01 01),201.392
2019,OSREDNJESLOVENSKA,VRHNIKA,Bulky Municipal Waste (20 03 07),239.58
2019,OSREDNJESLOVENSKA,VRHNIKA,Non-hazardous Wood from Municipal Waste (20 01 38),597.45
2019,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard Packaging (15 01 01),164.319
2019,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard from Municipal Waste (20 01 01),786.966
2019,PODRAVSKA,MARIBOR,Bulky Municipal Waste (20 03 07),3086.11
2019,PODRAVSKA,MARIBOR,Non-hazardous Wood from Municipal Waste (20 01 38),5386.28
2019,PODRAVSKA,MARIBOR,Paper and Cardboard Packaging (15 01 01),649.668
2019,PODRAVSKA,MARIBOR,Paper and Cardboard from Municipal Waste (20 01 01),3353.598
2019,PODRAVSKA,MARIBOR,Wooden Packaging (15 01 03),16.24
2019,PODRAVSKA,ORMOŽ,Bulky Municipal Waste (20 03 07),262.48
2019,PODRAVSKA,ORMOŽ,Non-hazardous Wood from Municipal Waste (20 01 38),6.16
2019,PODRAVSKA,ORMOŽ,Paper and Cardboard Packaging (15 01 01),118.974
2019,PODRAVSKA,ORMOŽ,Paper and Cardboard from Municipal Waste (20 01 01),116.326
2019,PODRAVSKA,PTUJ,Bulky Municipal Waste (20 03 07),2718.4889999999996
2019,PODRAVSKA,PTUJ,Non-hazardous Wood from Municipal Waste (20 01 38),1756.775
2019,PODRAVSKA,PTUJ,Paper and Cardboard Packaging (15 01 01),639.698
2019,PODRAVSKA,PTUJ,Paper and Cardboard from Municipal Waste (20 01 01),1697.1299999999999
2019,PODRAVSKA,SLOVENSKA BISTRICA,Bulky Municipal Waste (20 03 07),25.95
2019,PODRAVSKA,SLOVENSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),600.82
2019,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard Packaging (15 01 01),358.365
2019,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard from Municipal Waste (20 01 01),473.39
2019,POMURSKA,GORNJA RADGONA,Bulky Municipal Waste (20 03 07),245.55
2019,POMURSKA,GORNJA RADGONA,Non-hazardous Wood from Municipal Waste (20 01 38),75.38
2019,POMURSKA,GORNJA RADGONA,Paper and Cardboard Packaging (15 01 01),52.87
2019,POMURSKA,GORNJA RADGONA,Paper and Cardboard from Municipal Waste (20 01 01),211.98
2019,POMURSKA,LENDAVA,Bulky Municipal Waste (20 03 07),158.5
2019,POMURSKA,LENDAVA,Paper and Cardboard Packaging (15 01 01),89.849
2019,POMURSKA,LENDAVA,Paper and Cardboard from Municipal Waste (20 01 01),135.06
2019,POMURSKA,LJUTOMER,Bulky Municipal Waste (20 03 07),1297.56
2019,POMURSKA,LJUTOMER,Non-hazardous Wood from Municipal Waste (20 01 38),107.89
2019,POMURSKA,LJUTOMER,Paper and Cardboard Packaging (15 01 01),131.4
2019,POMURSKA,LJUTOMER,Paper and Cardboard from Municipal Waste (20 01 01),170.227
2019,POMURSKA,MURSKA SOBOTA,Bulky Municipal Waste (20 03 07),4550.23
2019,POMURSKA,MURSKA SOBOTA,Non-hazardous Wood from Municipal Waste (20 01 38),1338.208
2019,POMURSKA,MURSKA SOBOTA,Paper and Cardboard Packaging (15 01 01),833.855
2019,POMURSKA,MURSKA SOBOTA,Paper and Cardboard from Municipal Waste (20 01 01),1414.2930000000001
2019,POMURSKA,MURSKA SOBOTA,Wooden Packaging (15 01 03),860.2
2019,POMURSKA,PUCONCI,Bulky Municipal Waste (20 03 07),153.62
2019,POMURSKA,PUCONCI,Non-hazardous Wood from Municipal Waste (20 01 38),5.76
2019,POMURSKA,PUCONCI,Paper and Cardboard Packaging (15 01 01),31.32
2019,POMURSKA,PUCONCI,Paper and Cardboard from Municipal Waste (20 01 01),24.18
2019,POMURSKA,VELIKA POLANA,Bulky Municipal Waste (20 03 07),10.56
2019,POMURSKA,VELIKA POLANA,Non-hazardous Wood from Municipal Waste (20 01 38),4.28
2019,POMURSKA,VELIKA POLANA,Paper and Cardboard from Municipal Waste (20 01 01),14.06
2019,POSAVSKA,BREŽICE,Paper and Cardboard Packaging (15 01 01),201.98
2019,POSAVSKA,BREŽICE,Paper and Cardboard from Municipal Waste (20 01 01),177.05
2019,POSAVSKA,KRŠKO,Bulky Municipal Waste (20 03 07),340.64
2019,POSAVSKA,KRŠKO,Non-hazardous Wood from Municipal Waste (20 01 38),906.103
2019,POSAVSKA,KRŠKO,Paper and Cardboard Packaging (15 01 01),610.1
2019,POSAVSKA,KRŠKO,Paper and Cardboard from Municipal Waste (20 01 01),113.36
2019,POSAVSKA,RADEČE,Bulky Municipal Waste (20 03 07),57.76
2019,POSAVSKA,RADEČE,Non-hazardous Wood from Municipal Waste (20 01 38),67.3
2019,POSAVSKA,RADEČE,Paper and Cardboard Packaging (15 01 01),28.6
2019,POSAVSKA,RADEČE,Paper and Cardboard from Municipal Waste (20 01 01),37
2019,POSAVSKA,SEVNICA,Bulky Municipal Waste (20 03 07),127.2
2019,POSAVSKA,SEVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),244.12
2019,POSAVSKA,SEVNICA,Paper and Cardboard Packaging (15 01 01),117.65
2019,POSAVSKA,SEVNICA,Paper and Cardboard from Municipal Waste (20 01 01),223.73
2019,POSAVSKA,SEVNICA,Wooden Packaging (15 01 03),5.76
2019,PRIMORSKO-NOTRANJSKA,CERKNICA,Bulky Municipal Waste (20 03 07),255.46
2019,PRIMORSKO-NOTRANJSKA,CERKNICA,Non-hazardous Wood from Municipal Waste (20 01 38),434.48
2019,PRIMORSKO-NOTRANJSKA,CERKNICA,Paper and Cardboard Packaging (15 01 01),76.272
2019,PRIMORSKO-NOTRANJSKA,CERKNICA,Paper and Cardboard from Municipal Waste (20 01 01),240.463
2019,PRIMORSKO-NOTRANJSKA,CERKNICA,Wooden Packaging (15 01 03),55.32
2019,PRIMORSKO-NOTRANJSKA,ILIRSKA BISTRICA,Bulky Municipal Waste (20 03 07),440.19
2019,PRIMORSKO-NOTRANJSKA,ILIRSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),205.68
2019,PRIMORSKO-NOTRANJSKA,ILIRSKA BISTRICA,Paper and Cardboard Packaging (15 01 01),160.904
2019,PRIMORSKO-NOTRANJSKA,ILIRSKA BISTRICA,Paper and Cardboard from Municipal Waste (20 01 01),130.397
2019,PRIMORSKO-NOTRANJSKA,NOVA VAS,Paper and Cardboard Packaging (15 01 01),8.423
2019,SAVINJSKA,CELJE,Bulky Municipal Waste (20 03 07),7092.546
2019,SAVINJSKA,CELJE,Non-hazardous Wood from Municipal Waste (20 01 38),958.957
2019,SAVINJSKA,CELJE,Paper and Cardboard Packaging (15 01 01),626.909
2019,SAVINJSKA,CELJE,Paper and Cardboard from Municipal Waste (20 01 01),1942.451
2019,SAVINJSKA,LAŠKO,Bulky Municipal Waste (20 03 07),424.7
2019,SAVINJSKA,LAŠKO,Non-hazardous Wood from Municipal Waste (20 01 38),27.06
2019,SAVINJSKA,LAŠKO,Paper and Cardboard Packaging (15 01 01),162.553
2019,SAVINJSKA,MOZIRJE,Bulky Municipal Waste (20 03 07),224
2019,SAVINJSKA,MOZIRJE,Paper and Cardboard Packaging (15 01 01),50.024
2019,SAVINJSKA,MOZIRJE,Paper and Cardboard from Municipal Waste (20 01 01),48.48
2019,SAVINJSKA,ROGAŠKA SLATINA,Bulky Municipal Waste (20 03 07),892.14
2019,SAVINJSKA,ROGAŠKA SLATINA,Non-hazardous Wood from Municipal Waste (20 01 38),61.23
2019,SAVINJSKA,ROGAŠKA SLATINA,Paper and Cardboard Packaging (15 01 01),163.408
2019,SAVINJSKA,ROGAŠKA SLATINA,Paper and Cardboard from Municipal Waste (20 01 01),245.789
2019,SAVINJSKA,ROGAŠKA SLATINA,Wooden Packaging (15 01 03),0.14
2019,SAVINJSKA,SLOVENSKE KONJICE,Bulky Municipal Waste (20 03 07),213.52
2019,SAVINJSKA,SLOVENSKE KONJICE,Non-hazardous Wood from Municipal Waste (20 01 38),204.44
2019,SAVINJSKA,SLOVENSKE KONJICE,Paper and Cardboard Packaging (15 01 01),136.16
2019,SAVINJSKA,SLOVENSKE KONJICE,Paper and Cardboard from Municipal Waste (20 01 01),285.068
2019,SAVINJSKA,VELENJE,Bulky Municipal Waste (20 03 07),798.25
2019,SAVINJSKA,VELENJE,Non-hazardous Wood from Municipal Waste (20 01 38),1222.822
2019,SAVINJSKA,VELENJE,Paper and Cardboard Packaging (15 01 01),306.5
2019,SAVINJSKA,VELENJE,Paper and Cardboard from Municipal Waste (20 01 01),896.955
2019,ZASAVSKA,HRASTNIK,Paper and Cardboard Packaging (15 01 01),71.89
2019,ZASAVSKA,HRASTNIK,Paper and Cardboard from Municipal Waste (20 01 01),52.42
2019,ZASAVSKA,LITIJA,Bulky Municipal Waste (20 03 07),614.63
2019,ZASAVSKA,LITIJA,Non-hazardous Wood from Municipal Waste (20 01 38),281.75
2019,ZASAVSKA,LITIJA,Paper and Cardboard Packaging (15 01 01),166.008
2019,ZASAVSKA,LITIJA,Paper and Cardboard from Municipal Waste (20 01 01),71.802
2019,ZASAVSKA,TRBOVLJE,Bulky Municipal Waste (20 03 07),172.3
2019,ZASAVSKA,TRBOVLJE,Non-hazardous Wood from Municipal Waste (20 01 38),500.1
2019,ZASAVSKA,TRBOVLJE,Paper and Cardboard Packaging (15 01 01),113.77
2019,ZASAVSKA,TRBOVLJE,Paper and Cardboard from Municipal Waste (20 01 01),63.33
2019,ZASAVSKA,TRBOVLJE,Wooden Packaging (15 01 03),1.1
2019,ZASAVSKA,ZAGORJE OB SAVI,Bulky Municipal Waste (20 03 07),148.98
2019,ZASAVSKA,ZAGORJE OB SAVI,Non-hazardous Wood from Municipal Waste (20 01 38),386
2019,ZASAVSKA,ZAGORJE OB SAVI,Paper and Cardboard Packaging (15 01 01),133.97
2019,ZASAVSKA,ZAGORJE OB SAVI,Paper and Cardboard from Municipal Waste (20 01 01),224.68
2020,GORENJSKA,BLED,Bulky Municipal Waste (20 03 07),163.78
2020,GORENJSKA,BLED,Non-hazardous Wood from Municipal Waste (20 01 38),367.054
2020,GORENJSKA,BLED,Paper and Cardboard Packaging (15 01 01),95.413
2020,GORENJSKA,BLED,Paper and Cardboard from Municipal Waste (20 01 01),283.276
2020,GORENJSKA,BOHINJ,Bulky Municipal Waste (20 03 07),263.038
2020,GORENJSKA,BOHINJ,Non-hazardous Wood from Municipal Waste (20 01 38),176.33
2020,GORENJSKA,BOHINJ,Paper and Cardboard Packaging (15 01 01),62
2020,GORENJSKA,BOHINJ,Paper and Cardboard from Municipal Waste (20 01 01),84.8
2020,GORENJSKA,CERKLJE NA GORENJSKEM,Bulky Municipal Waste (20 03 07),102.72
2020,GORENJSKA,CERKLJE NA GORENJSKEM,Non-hazardous Wood from Municipal Waste (20 01 38),187.48
2020,GORENJSKA,CERKLJE NA GORENJSKEM,Paper and Cardboard Packaging (15 01 01),28.643
2020,GORENJSKA,CERKLJE NA GORENJSKEM,Paper and Cardboard from Municipal Waste (20 01 01),127.156
2020,GORENJSKA,GORENJA VAS-POLJANE,Bulky Municipal Waste (20 03 07),147.781
2020,GORENJSKA,GORENJA VAS-POLJANE,Non-hazardous Wood from Municipal Waste (20 01 38),108.18
2020,GORENJSKA,GORENJA VAS-POLJANE,Paper and Cardboard Packaging (15 01 01),51.348
2020,GORENJSKA,GORENJA VAS-POLJANE,Paper and Cardboard from Municipal Waste (20 01 01),108.469
2020,GORENJSKA,GORJE,Bulky Municipal Waste (20 03 07),56.782
2020,GORENJSKA,GORJE,Non-hazardous Wood from Municipal Waste (20 01 38),84.816
2020,GORENJSKA,GORJE,Paper and Cardboard Packaging (15 01 01),18.329
2020,GORENJSKA,GORJE,Paper and Cardboard from Municipal Waste (20 01 01),54.207
2020,GORENJSKA,JESENICE,Bulky Municipal Waste (20 03 07),1050.832
2020,GORENJSKA,JESENICE,Non-hazardous Wood from Municipal Waste (20 01 38),464.72
2020,GORENJSKA,JESENICE,Paper and Cardboard Packaging (15 01 01),160.806
2020,GORENJSKA,JESENICE,Paper and Cardboard from Municipal Waste (20 01 01),396.558
2020,GORENJSKA,JEZERSKO,Non-hazardous Wood from Municipal Waste (20 01 38),40.6
2020,GORENJSKA,JEZERSKO,Paper and Cardboard Packaging (15 01 01),4.098
2020,GORENJSKA,JEZERSKO,Paper and Cardboard from Municipal Waste (20 01 01),9.562
2020,GORENJSKA,KRANJ,Bulky Municipal Waste (20 03 07),621.438
2020,GORENJSKA,KRANJ,Non-hazardous Wood from Municipal Waste (20 01 38),1059.24
2020,GORENJSKA,KRANJ,Paper and Cardboard Packaging (15 01 01),640.072
2020,GORENJSKA,KRANJ,Paper and Cardboard from Municipal Waste (20 01 01),691.961
2020,GORENJSKA,KRANJ,Wooden Packaging (15 01 03),20.9
2020,GORENJSKA,KRANJSKA GORA,Bulky Municipal Waste (20 03 07),272.324
2020,GORENJSKA,KRANJSKA GORA,Non-hazardous Wood from Municipal Waste (20 01 38),154.76
2020,GORENJSKA,KRANJSKA GORA,Paper and Cardboard Packaging (15 01 01),159.22
2020,GORENJSKA,KRANJSKA GORA,Paper and Cardboard from Municipal Waste (20 01 01),4.28
2020,GORENJSKA,KRANJSKA GORA,Wooden Packaging (15 01 03),7.28
2020,GORENJSKA,NAKLO,Bulky Municipal Waste (20 03 07),30.08
2020,GORENJSKA,NAKLO,Non-hazardous Wood from Municipal Waste (20 01 38),74.45
2020,GORENJSKA,NAKLO,Paper and Cardboard Packaging (15 01 01),25.467
2020,GORENJSKA,NAKLO,Paper and Cardboard from Municipal Waste (20 01 01),70.735
2020,GORENJSKA,PREDDVOR,Bulky Municipal Waste (20 03 07),12.592
2020,GORENJSKA,PREDDVOR,Paper and Cardboard Packaging (15 01 01),17.898
2020,GORENJSKA,PREDDVOR,Paper and Cardboard from Municipal Waste (20 01 01),56.022
2020,GORENJSKA,RADOVLJICA,Bulky Municipal Waste (20 03 07),660.542
2020,GORENJSKA,RADOVLJICA,Non-hazardous Wood from Municipal Waste (20 01 38),513.11
2020,GORENJSKA,RADOVLJICA,Paper and Cardboard Packaging (15 01 01),201.727
2020,GORENJSKA,RADOVLJICA,Paper and Cardboard from Municipal Waste (20 01 01),476.463
2020,GORENJSKA,TRŽIČ,Bulky Municipal Waste (20 03 07),228.55
2020,GORENJSKA,TRŽIČ,Non-hazardous Wood from Municipal Waste (20 01 38),78.1
2020,GORENJSKA,TRŽIČ,Paper and Cardboard Packaging (15 01 01),203.653
2020,GORENJSKA,TRŽIČ,Paper and Cardboard from Municipal Waste (20 01 01),42.639
2020,GORENJSKA,TRŽIČ,Wooden Packaging (15 01 03),56.2
2020,GORENJSKA,ŠENČUR,Bulky Municipal Waste (20 03 07),53.165
2020,GORENJSKA,ŠENČUR,Non-hazardous Wood from Municipal Waste (20 01 38),175.4
2020,GORENJSKA,ŠENČUR,Paper and Cardboard Packaging (15 01 01),70.108
2020,GORENJSKA,ŠENČUR,Paper and Cardboard from Municipal Waste (20 01 01),116.888
2020,GORENJSKA,ŠENČUR,Wooden Packaging (15 01 03),2.14
2020,GORENJSKA,ŠKOFJA LOKA,Bulky Municipal Waste (20 03 07),507.62
2020,GORENJSKA,ŠKOFJA LOKA,Paper and Cardboard Packaging (15 01 01),294.083
2020,GORENJSKA,ŠKOFJA LOKA,Paper and Cardboard from Municipal Waste (20 01 01),1409.015
2020,GORENJSKA,ŠKOFJA LOKA,Wooden Packaging (15 01 03),37.575
2020,GORENJSKA,ŽELEZNIKI,Bulky Municipal Waste (20 03 07),97.64
2020,GORENJSKA,ŽELEZNIKI,Paper and Cardboard Packaging (15 01 01),58.135
2020,GORENJSKA,ŽELEZNIKI,Paper and Cardboard from Municipal Waste (20 01 01),37.771
2020,GORENJSKA,ŽIRI,Bulky Municipal Waste (20 03 07),87.92
2020,GORENJSKA,ŽIRI,Non-hazardous Wood from Municipal Waste (20 01 38),141.81
2020,GORENJSKA,ŽIRI,Paper and Cardboard Packaging (15 01 01),12.886
2020,GORENJSKA,ŽIRI,Paper and Cardboard from Municipal Waste (20 01 01),335.32
2020,GORENJSKA,ŽIROVNICA,Bulky Municipal Waste (20 03 07),350.278
2020,GORENJSKA,ŽIROVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),309.81
2020,GORENJSKA,ŽIROVNICA,Paper and Cardboard Packaging (15 01 01),33.922
2020,GORENJSKA,ŽIROVNICA,Paper and Cardboard from Municipal Waste (20 01 01),106.899
2020,GORIŠKA,AJDOVŠČINA,Bulky Municipal Waste (20 03 07),351.524
2020,GORIŠKA,AJDOVŠČINA,Non-hazardous Wood from Municipal Waste (20 01 38),235.786
2020,GORIŠKA,AJDOVŠČINA,Paper and Cardboard Packaging (15 01 01),293.942
2020,GORIŠKA,AJDOVŠČINA,Paper and Cardboard from Municipal Waste (20 01 01),363.233
2020,GORIŠKA,AJDOVŠČINA,Wooden Packaging (15 01 03),16.904
2020,GORIŠKA,BOVEC,Bulky Municipal Waste (20 03 07),58.021
2020,GORIŠKA,BOVEC,Non-hazardous Wood from Municipal Waste (20 01 38),126.843
2020,GORIŠKA,BOVEC,Paper and Cardboard Packaging (15 01 01),72.356
2020,GORIŠKA,BOVEC,Paper and Cardboard from Municipal Waste (20 01 01),62.878
2020,GORIŠKA,BRDA,Bulky Municipal Waste (20 03 07),318.177
2020,GORIŠKA,BRDA,Non-hazardous Wood from Municipal Waste (20 01 38),284.386
2020,GORIŠKA,BRDA,Paper and Cardboard Packaging (15 01 01),60.938
2020,GORIŠKA,BRDA,Paper and Cardboard from Municipal Waste (20 01 01),154.327
2020,GORIŠKA,BRDA,Wooden Packaging (15 01 03),6.56
2020,GORIŠKA,CERKNO,Bulky Municipal Waste (20 03 07),119.76
2020,GORIŠKA,CERKNO,Non-hazardous Wood from Municipal Waste (20 01 38),67.56
2020,GORIŠKA,CERKNO,Paper and Cardboard Packaging (15 01 01),68.274
2020,GORIŠKA,CERKNO,Paper and Cardboard from Municipal Waste (20 01 01),56.191
2020,GORIŠKA,IDRIJA,Bulky Municipal Waste (20 03 07),242.58
2020,GORIŠKA,IDRIJA,Non-hazardous Wood from Municipal Waste (20 01 38),338.94
2020,GORIŠKA,IDRIJA,Paper and Cardboard Packaging (15 01 01),335.89
2020,GORIŠKA,IDRIJA,Paper and Cardboard from Municipal Waste (20 01 01),187.104
2020,GORIŠKA,IDRIJA,Wooden Packaging (15 01 03),157.348
2020,GORIŠKA,KANAL,Bulky Municipal Waste (20 03 07),305.557
2020,GORIŠKA,KANAL,Non-hazardous Wood from Municipal Waste (20 01 38),258.496
2020,GORIŠKA,KANAL,Paper and Cardboard Packaging (15 01 01),11.701
2020,GORIŠKA,KANAL,Paper and Cardboard from Municipal Waste (20 01 01),131.266
2020,GORIŠKA,KANAL,Wooden Packaging (15 01 03),8.74
2020,GORIŠKA,KOBARID,Bulky Municipal Waste (20 03 07),51.327
2020,GORIŠKA,KOBARID,Non-hazardous Wood from Municipal Waste (20 01 38),112.208
2020,GORIŠKA,KOBARID,Paper and Cardboard Packaging (15 01 01),63.688
2020,GORIŠKA,KOBARID,Paper and Cardboard from Municipal Waste (20 01 01),55.622
2020,GORIŠKA,MIREN-KOSTANJEVICA,Bulky Municipal Waste (20 03 07),267.58
2020,GORIŠKA,MIREN-KOSTANJEVICA,Non-hazardous Wood from Municipal Waste (20 01 38),219.723
2020,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard Packaging (15 01 01),20.392
2020,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard from Municipal Waste (20 01 01),191.854
2020,GORIŠKA,MIREN-KOSTANJEVICA,Wooden Packaging (15 01 03),0.577
2020,GORIŠKA,NOVA GORICA,Bulky Municipal Waste (20 03 07),775.945
2020,GORIŠKA,NOVA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),621.644
