year,statistical_region,type_of_waste,waste_category,treatment_process,waste_for_processing
2021,KOROŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",9.56
2021,KOROŠKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",229.57
2021,KOROŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",202.348
2021,OBALNO-KRAŠKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",54.73
2021,OBALNO-KRAŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,37
2021,OBALNO-KRAŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",157.432
2021,OBALNO-KRAŠKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",66.865
2021,OBALNO-KRAŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",3745.155
2021,OBALNO-KRAŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",1755.19
2021,OBALNO-KRAŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",844.48
2021,OBALNO-KRAŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_13,407.638
2021,OBALNO-KRAŠKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",102.57
2021,OBALNO-KRAŠKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",150.889
2021,OBALNO-KRAŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",756.241
2021,OSREDNJESLOVENSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,"R_12, R_13",15.609
2021,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,0.485
2021,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",22583.408
2021,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,2903.395
2021,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,321.225
2021,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",565.896
2021,OSREDNJESLOVENSKA,Forestry Waste (02 01 07),Agricultural/Forestry Waste,R_03,2.92
2021,OSREDNJESLOVENSKA,Forestry Waste (02 01 07),Agricultural/Forestry Waste,R_12,14.78
2021,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,467.6
2021,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,19491.107
2021,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_0302,3492.14
2021,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,928.958
2021,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",22721.138
2021,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,D_13,0.041
2021,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,4986.528
2021,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",41525.522
2021,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,D_13,0.067
2021,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,28948.25
2021,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",37068.223
2021,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_13,145.682
2021,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,99899.116
2021,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",37446.812
2021,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,D_13,5.62
2021,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_03,473.71
2021,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_0302,33.7
2021,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_05,112.55
2021,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",583.98
2021,OSREDNJESLOVENSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_03,8622.067
2021,OSREDNJESLOVENSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",8303.605
2021,OSREDNJESLOVENSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,8910.35
2021,OSREDNJESLOVENSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",815.496
2021,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,PU,687.229
2021,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,55.02
2021,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_03,10655.948
2021,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_0302,64.498
2021,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",7252.692
2021,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,D_09,733.74
2021,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,4.6
2021,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",4123.183
2021,PODRAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_05,167.92
2021,PODRAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",364.54
2021,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,1410.44
2021,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_0302,3278.97
2021,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",543.815
2021,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_13,813.732
2021,PODRAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,D_10,0.94
2021,PODRAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,49.27
2021,PODRAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",14413.299
2021,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"D_09,13",102.458
2021,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,D_10,21.683
2021,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,1248.21
2021,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",13996.097
2021,PODRAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_12,17.185
2021,PODRAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",3532.521
2021,PODRAVSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",111.26
2021,PODRAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_12,40.52
2021,PODRAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",1283.9
2021,PODRAVSKA,Wooden Packaging (15 01 03),Packaging Waste,D_10,7.09
2021,PODRAVSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",2777.615
2021,POMURSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",5276.635
2021,POMURSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,199.6
2021,POMURSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",8.92
2021,POMURSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",966.2
2021,POMURSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",3426.831
2021,POMURSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",2716.097
2021,POMURSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,D_10,2.171
2021,POMURSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",2276.95
2021,POMURSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",715.576
2021,POSAVSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,R_01,4647.601
2021,POSAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,5367.26
2021,POSAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",29.86
2021,POSAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,15
2021,POSAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",1.2
2021,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,296.067
2021,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",2177.647
2021,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,38884.125
2021,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,3435.802
2021,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",7540.718
2021,POSAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,38599.809
2021,POSAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_12,396.76
2021,POSAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",407.112
2021,POSAVSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,1.695
2021,POSAVSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",188.28
2021,PRIMORSKO-NOTRANJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",181.934
2021,PRIMORSKO-NOTRANJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,224.2
2021,PRIMORSKO-NOTRANJSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",60.38
2021,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,11.74
2021,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_03,15
2021,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,14844.093
2021,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",417.08
2021,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,D_01,36.62
2021,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,182.48
2021,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,9.12
2021,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",72.171
2021,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_01,1216.935
2021,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,1531.094
2021,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,126.65
2021,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",748.185
2021,SAVINJSKA,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,"R_12, R_13",1336.54
2021,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,30.44
2021,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,72.155
2021,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",21942.399
2021,SAVINJSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",6465.92
2021,SAVINJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",1536.238
2021,SAVINJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_01,489.52
2021,SAVINJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_03,50.02
2021,SAVINJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",64.48
2021,SAVINJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_03,721.405
2021,SAVINJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",2391.655
2021,SAVINJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_01,799.97
2021,SAVINJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",1586.848
2021,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,PU,0.12
2021,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,1292.7
2021,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_03,8355.909
2021,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",4026.308
2021,ZASAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,25
2021,ZASAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",746.94
2021,ZASAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,52.86
2021,ZASAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",125.4
2022,GORENJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,D_01,4178.514
2022,GORENJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,23.423
2022,GORENJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",649.263
2022,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,BO,142.1
2022,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_01,927.15
2022,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_05,1205
2022,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",383.76
2022,GORENJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",3883.637
2022,GORENJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",5800.279
2022,GORENJSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",2367.179
2022,GORENJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",497.994
2022,GORENJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_01,1813.347
2022,GORENJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",226.118
2022,GORENJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",53.329
2022,GORENJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",91.88
2022,GORENJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,46.8
2022,GORENJSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",6293.4
2022,GORIŠKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",18.278
2022,GORIŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,BO,18.13
2022,GORIŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",7.76
2022,GORIŠKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",2.06
2022,GORIŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_0101,11.38
2022,GORIŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,737.929
2022,GORIŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",1820.437
2022,GORIŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,0.58
2022,GORIŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_0101,16.3
2022,GORIŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,1010.672
2022,GORIŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",1120.537
2022,GORIŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_12,1.256
2022,GORIŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",36.991
2022,GORIŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,BO,0.81
2022,GORIŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",52.98
2022,GORIŠKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",20.12
2022,GORIŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",517.435
2022,JUGOVZHODNA SLOVENIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,BO,9.82
2022,JUGOVZHODNA SLOVENIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,D_01,7657.47
2022,JUGOVZHODNA SLOVENIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",2089.043
2022,JUGOVZHODNA SLOVENIJA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",256.64
2022,JUGOVZHODNA SLOVENIJA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",64.998
2022,JUGOVZHODNA SLOVENIJA,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,"R_12, R_13",2.32
2022,JUGOVZHODNA SLOVENIJA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",7768.746
2022,JUGOVZHODNA SLOVENIJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",2808.979
2022,JUGOVZHODNA SLOVENIJA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",217.126
2022,JUGOVZHODNA SLOVENIJA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",3618.37
2022,JUGOVZHODNA SLOVENIJA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",1823.597
2022,JUGOVZHODNA SLOVENIJA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",2067.103
2022,JUGOVZHODNA SLOVENIJA,Wooden Packaging (15 01 03),Packaging Waste,R_13,59.759
2022,KOROŠKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",2568.32
2022,KOROŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",13.26
2022,KOROŠKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",32.55
2022,KOROŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",1164.732
2022,KOROŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",1144.299
2022,KOROŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_01,460
2022,KOROŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",11.46
2022,KOROŠKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",174.58
2022,KOROŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",196.355
2022,OBALNO-KRAŠKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",82.649
2022,OBALNO-KRAŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,14.5
2022,OBALNO-KRAŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",137.662
2022,OBALNO-KRAŠKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",116.052
2022,OBALNO-KRAŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",3255.282
2022,OBALNO-KRAŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",1427.63
2022,OBALNO-KRAŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",13.29
2022,OBALNO-KRAŠKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",69.28
2022,OBALNO-KRAŠKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",7.03
2022,OBALNO-KRAŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",719.443
2022,OSREDNJESLOVENSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,"R_12, R_13",1406.902
2022,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,BO,47.2
2022,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,1.11
2022,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",27125.181
2022,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,BO,21.1
2022,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,3599.24
2022,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,382.93
2022,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",1436.241
2022,OSREDNJESLOVENSKA,Forestry Waste (02 01 07),Agricultural/Forestry Waste,R_03,18.94
2022,OSREDNJESLOVENSKA,Forestry Waste (02 01 07),Agricultural/Forestry Waste,R_12,49
2022,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,5941.392
2022,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,PU,300.175
2022,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,25383.521
2022,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_0302,3550.12
2022,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,89.58
2022,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",26634.045
2022,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,435.485
2022,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,7345.381
2022,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,0.734
2022,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",53556.662
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,19.339
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,63613.789
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,3.699
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",47134.735
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_13,90.641
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,2601.524
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,38281.506
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_12,0.1
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",13371.401
2022,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_13,1043.972
2022,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_03,1143.475
2022,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_0302,24.9
2022,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_12,1.1
2022,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",1878.36
2022,OSREDNJESLOVENSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_03,17315.776
2022,OSREDNJESLOVENSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",7874.901
2022,OSREDNJESLOVENSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,BO,7.14
2022,OSREDNJESLOVENSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,33.32
2022,OSREDNJESLOVENSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",1855.068
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,BO,102.55
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,D_13,1.795
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,PU,973.57
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,87.385
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_03,6149.839
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_0302,192.74
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",5514.832
2022,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_13,253.56
2022,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"D_08,09",490.79
