year,statistical_region,name_of_municipality,waste_code,type_of_waste,waste_category,waste_collected_by_municipality
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,60.913
2021,JUGOVZHODNA SLOVENIJA,STRAŽA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,14.752
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,972.294
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,889.733
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,107.872
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,27.78
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,160.587
2021,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.452
2021,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,474.104
2021,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,114.55
2021,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,29.563
2021,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,23.78
2021,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.135
2021,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,68.526
2021,KOROŠKA,DRAVOGRAD,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,24.086
2021,KOROŠKA,DRAVOGRAD,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,50.17
2021,KOROŠKA,DRAVOGRAD,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,291.552
2021,KOROŠKA,MEŽICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.813
2021,KOROŠKA,MEŽICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.555
2021,KOROŠKA,MEŽICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,119.451
2021,KOROŠKA,MISLINJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.497
2021,KOROŠKA,MISLINJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,26.933
2021,KOROŠKA,MISLINJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,156.515
2021,KOROŠKA,MUTA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.12
2021,KOROŠKA,MUTA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,116.92
2021,KOROŠKA,PODVELKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,13.97
2021,KOROŠKA,PODVELKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,81.188
2021,KOROŠKA,PREVALJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.793
2021,KOROŠKA,PREVALJE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,38.606
2021,KOROŠKA,PREVALJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4.96
2021,KOROŠKA,PREVALJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,224.35
2021,KOROŠKA,RADLJE OB DRAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,169.071
2021,KOROŠKA,RADLJE OB DRAVI,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,18.805
2021,KOROŠKA,RADLJE OB DRAVI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,270.229
2021,KOROŠKA,RADLJE OB DRAVI,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.08
2021,KOROŠKA,RADLJE OB DRAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,213.609
2021,KOROŠKA,RAVNE NA KOROŠKEM,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,226.828
2021,KOROŠKA,RAVNE NA KOROŠKEM,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,106.04
2021,KOROŠKA,RAVNE NA KOROŠKEM,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,239.15
2021,KOROŠKA,RAVNE NA KOROŠKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,383.23
2021,KOROŠKA,RIBNICA NA POHORJU,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,6.785
2021,KOROŠKA,RIBNICA NA POHORJU,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,39.429
2021,KOROŠKA,SLOVENJ GRADEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,770.444
2021,KOROŠKA,SLOVENJ GRADEC,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,77.503
2021,KOROŠKA,SLOVENJ GRADEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,130.98
2021,KOROŠKA,SLOVENJ GRADEC,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.91
2021,KOROŠKA,SLOVENJ GRADEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,891.05
2021,KOROŠKA,VUZENICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.65
2021,KOROŠKA,VUZENICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,90.945
2021,KOROŠKA,ČRNA NA KOROŠKEM,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.955
2021,KOROŠKA,ČRNA NA KOROŠKEM,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,18.297
2021,KOROŠKA,ČRNA NA KOROŠKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,106.331
2021,OBALNOKRAŠKA,ANKARAN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.391
2021,OBALNOKRAŠKA,DIVAČA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.008
2021,OBALNOKRAŠKA,HRPELJE-KOZINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.802
2021,OBALNOKRAŠKA,IZOLA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.014
2021,OBALNOKRAŠKA,KOMEN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.39
2021,OBALNOKRAŠKA,KOPER,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1742.033
2021,OBALNOKRAŠKA,KOPER,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,333.803
2021,OBALNOKRAŠKA,KOPER,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,793.3
2021,OBALNOKRAŠKA,KOPER,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.532
2021,OBALNOKRAŠKA,KOPER,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,42.248
2021,OBALNOKRAŠKA,PIRAN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.044
2021,OBALNOKRAŠKA,PIRAN,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.28
2021,OBALNOKRAŠKA,SEŽANA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.316
2021,OBALNOKRAŠKA,SEŽANA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.08
2021,OBALNOKRAŠKA,SEŽANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.48
2021,OSREDNJESLOVENSKA,BOROVNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,75.637
2021,OSREDNJESLOVENSKA,BREZOVICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,99.658
2021,OSREDNJESLOVENSKA,BREZOVICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,250.42
2021,OSREDNJESLOVENSKA,DOBREPOLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,77.988
2021,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,71.64
2021,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.432
2021,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,94.18
2021,OSREDNJESLOVENSKA,DOMŽALE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.686
2021,OSREDNJESLOVENSKA,DOMŽALE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1223.253
2021,OSREDNJESLOVENSKA,GROSUPLJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.558
2021,OSREDNJESLOVENSKA,GROSUPLJE,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,17.12
2021,OSREDNJESLOVENSKA,GROSUPLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,595.503
2021,OSREDNJESLOVENSKA,HORJUL,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.786
2021,OSREDNJESLOVENSKA,HORJUL,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,41.01
2021,OSREDNJESLOVENSKA,IG,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,122.52
2021,OSREDNJESLOVENSKA,IG,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,228.26
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.55
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,407.959
2021,OSREDNJESLOVENSKA,KAMNIK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.889
2021,OSREDNJESLOVENSKA,KAMNIK,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.12
2021,OSREDNJESLOVENSKA,KOMENDA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.452
2021,OSREDNJESLOVENSKA,KOMENDA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,29.7
2021,OSREDNJESLOVENSKA,KOMENDA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.08
2021,OSREDNJESLOVENSKA,KOMENDA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.94
2021,OSREDNJESLOVENSKA,KOMENDA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2077.466
2021,OSREDNJESLOVENSKA,LJUBLJANA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7888.872
2021,OSREDNJESLOVENSKA,LJUBLJANA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1649.208
2021,OSREDNJESLOVENSKA,LJUBLJANA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4009.976
2021,OSREDNJESLOVENSKA,LJUBLJANA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,7778.996
2021,OSREDNJESLOVENSKA,LJUBLJANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,8803.025
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,64.31
2021,OSREDNJESLOVENSKA,LOGATEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,69.379
2021,OSREDNJESLOVENSKA,LOGATEC,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,6.52
2021,OSREDNJESLOVENSKA,LOGATEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.56
2021,OSREDNJESLOVENSKA,LOGATEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3.3
2021,OSREDNJESLOVENSKA,LUKOVICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.398
2021,OSREDNJESLOVENSKA,LUKOVICA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.34
2021,OSREDNJESLOVENSKA,LUKOVICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,165.919
2021,OSREDNJESLOVENSKA,MEDVODE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.511
2021,OSREDNJESLOVENSKA,MEDVODE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,292.811
2021,OSREDNJESLOVENSKA,MEDVODE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,445.5
2021,OSREDNJESLOVENSKA,MENGEŠ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.97
2021,OSREDNJESLOVENSKA,MENGEŠ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,252.588
2021,OSREDNJESLOVENSKA,MORAVČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,160.647
2021,OSREDNJESLOVENSKA,TRZIN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.24
2021,OSREDNJESLOVENSKA,TRZIN,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.6
2021,OSREDNJESLOVENSKA,TRZIN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,241.013
2021,OSREDNJESLOVENSKA,VELIKE LAŠČE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,63.165
2021,OSREDNJESLOVENSKA,VELIKE LAŠČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,155.52
2021,OSREDNJESLOVENSKA,VODICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.397
2021,OSREDNJESLOVENSKA,VODICE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,129.422
2021,OSREDNJESLOVENSKA,VODICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,165.42
2021,OSREDNJESLOVENSKA,VRHNIKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,88.582
2021,OSREDNJESLOVENSKA,VRHNIKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,80.48
2021,OSREDNJESLOVENSKA,VRHNIKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.24
2021,OSREDNJESLOVENSKA,VRHNIKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,171.513
2021,OSREDNJESLOVENSKA,ŠKOFLJICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,151.805
2021,OSREDNJESLOVENSKA,ŠKOFLJICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,137.2
2021,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,244.68
2021,PODRAVSKA,BENEDIKT,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.328
2021,PODRAVSKA,BENEDIKT,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,44.18
2021,PODRAVSKA,CERKVENJAK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,36.24
2021,PODRAVSKA,DUPLEK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.56
2021,PODRAVSKA,HAJDINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.747
2021,PODRAVSKA,HOČE-SLIVNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.919
2021,PODRAVSKA,HOČE-SLIVNICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,6.92
2021,PODRAVSKA,KIDRIČEVO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.075
2021,PODRAVSKA,LENART,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,139.252
2021,PODRAVSKA,LENART,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,16.98
2021,PODRAVSKA,LENART,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,713.264
2021,PODRAVSKA,MAKOLE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,56.778
2021,PODRAVSKA,MAKOLE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,14.769
2021,PODRAVSKA,MARIBOR,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4710.819
2021,PODRAVSKA,MARIBOR,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1759.547
2021,PODRAVSKA,MARIBOR,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8808.703
2021,PODRAVSKA,MARIBOR,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,352.92
2021,PODRAVSKA,MARIBOR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1465.346
2021,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.745
2021,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.25
2021,PODRAVSKA,OPLOTNICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,117.087
2021,PODRAVSKA,OPLOTNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,30.455
2021,PODRAVSKA,ORMOŽ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,114.349
2021,PODRAVSKA,ORMOŽ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,172.823
2021,PODRAVSKA,ORMOŽ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,357.13
2021,PODRAVSKA,PESNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.593
2021,PODRAVSKA,PODLEHNIK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.24
2021,PODRAVSKA,POLJČANE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,140.813
2021,PODRAVSKA,POLJČANE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,36.627
2021,PODRAVSKA,PTUJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,587.601
2021,PODRAVSKA,PTUJ,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,266.56
2021,PODRAVSKA,PTUJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,171.13
2021,PODRAVSKA,PTUJ,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,25.085
2021,PODRAVSKA,PTUJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,152.68
2021,PODRAVSKA,RAČE-FRAM,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,304.327
2021,PODRAVSKA,RAČE-FRAM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,79.159
2021,PODRAVSKA,RUŠE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,114.845
2021,PODRAVSKA,SELNICA OB DRAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.7
2021,PODRAVSKA,SLOVENSKA BISTRICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.091
2021,PODRAVSKA,SLOVENSKA BISTRICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,791.435
2021,PODRAVSKA,SLOVENSKA BISTRICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,205.86
2021,PODRAVSKA,SREDIŠČE OB DRAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,68.15
2021,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.74
2021,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,54.98
2021,PODRAVSKA,SVETA ANA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.18
2021,PODRAVSKA,SVETA ANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,63.71
2021,PODRAVSKA,SVETI JURIJ V SLOV. GORICAH,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.12
2021,PODRAVSKA,SVETI JURIJ V SLOV. GORICAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,33.09
2021,PODRAVSKA,SVETI TOMAŽ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,45.3
2021,PODRAVSKA,ŠENTILJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.934
2021,PODRAVSKA,ŠENTILJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.4
2021,POMURSKA,APAČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,317.14
2021,POMURSKA,BELTINCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.295
2021,POMURSKA,BELTINCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,313.33
2021,POMURSKA,CANKOVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,78.32
2021,POMURSKA,DOBROVNIK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.14
2021,POMURSKA,DOBROVNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,43.8
2021,POMURSKA,GORNJA RADGONA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10.974
2021,POMURSKA,GORNJA RADGONA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,204.8
2021,POMURSKA,GORNJI PETROVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,24.8
2021,POMURSKA,GRAD,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,74.53
2021,POMURSKA,HODOŠ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3.32
2021,POMURSKA,KOBILJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,16.74
2021,POMURSKA,KRIŽEVCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.49
2021,POMURSKA,KRIŽEVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,219.54
2021,POMURSKA,KUZMA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,36.14
2021,POMURSKA,LENDAVA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.121
2021,POMURSKA,LENDAVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,340.15
2021,POMURSKA,LJUTOMER,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,367.877
2021,POMURSKA,LJUTOMER,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,63.753
2021,POMURSKA,LJUTOMER,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,128.749
2021,POMURSKA,LJUTOMER,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,693.585
2021,POMURSKA,MORAVSKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,191.31
2021,POMURSKA,MURSKA SOBOTA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,73.665
2021,POMURSKA,MURSKA SOBOTA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,702.47
2021,POMURSKA,ODRANCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,50.92
2021,POMURSKA,PUCONCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,162.59
2021,POMURSKA,RADENCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,90.713
2021,POMURSKA,RADENCI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.72
2021,POMURSKA,RADENCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,175.49
2021,POMURSKA,RAZKRIŽJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,71.83
2021,POMURSKA,ROGAŠOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,61.3
2021,POMURSKA,SVETI JURIJ OB ŠČAVNICI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.407
2021,POMURSKA,SVETI JURIJ OB ŠČAVNICI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.66
2021,POMURSKA,SVETI JURIJ OB ŠČAVNICI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,61.59
2021,POMURSKA,TIŠINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.822
2021,POMURSKA,TIŠINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,105.3
2021,POMURSKA,TURNIŠČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,87.11
2021,POMURSKA,VELIKA POLANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,18.92
2021,POMURSKA,VERŽEJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,83.41
2021,POMURSKA,ČRENŠOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,138.81
2021,POMURSKA,ŠALOVCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.338
2021,POMURSKA,ŠALOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,54.25
2021,POSAVSKA,BISTRICA OB SOTLI,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3.46
2021,POSAVSKA,BISTRICA OB SOTLI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.62
2021,POSAVSKA,BREŽICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.79
2021,POSAVSKA,KOSTANJEVICA NA KRKI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,41.18
2021,POSAVSKA,KOSTANJEVICA NA KRKI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.4
2021,POSAVSKA,KOSTANJEVICA NA KRKI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,21.66
2021,POSAVSKA,KRŠKO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1390.936
2021,POSAVSKA,KRŠKO,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,188.28
2021,POSAVSKA,KRŠKO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,204.95
